,Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,Year,Board_Type,Return Rating,% 1st Serve Return Points Won,% 2nd Serve Return Points Won,% Return Games Won,% Break Points Converted
49,Karol Kucera,,,,,,,,1995,return,146.3,32.6%,51.7%,25.8%,36.2%
50,Stefano Pescosolido,,,,,,,,1995,return,145.5,29.7%,50.7%,25.9%,39.2%
1,Pete Sampras,288.1,59.0%,81.0%,52.7%,88.4%,10.3,3.3,1994,serve,,,,,
2,Goran Ivanisevic,284.5,56.5%,82.6%,49.4%,86.5%,13.8,4.3,1994,serve,,,,,
3,Magnus Larsson,283.9,65.7%,74.5%,53.4%,85.3%,7.1,2.1,1994,serve,,,,,
4,Richard Krajicek,281.0,55.7%,81.0%,49.5%,87.1%,11.7,4.0,1994,serve,,,,,
5,Boris Becker,279.2,57.0%,79.8%,50.2%,86.5%,10.6,4.9,1994,serve,,,,,
6,Jacco Eltingh,279.1,63.8%,76.4%,49.3%,84.2%,9.2,3.8,1994,serve,,,,,
7,Todd Martin,278.9,60.2%,75.4%,52.4%,83.5%,10.1,2.7,1994,serve,,,,,
8,Michael Stich,277.8,57.6%,79.1%,50.7%,85.9%,8.3,3.8,1994,serve,,,,,
9,Guy Forget,275.1,61.4%,74.9%,49.7%,81.5%,9.7,2.1,1994,serve,,,,,
10,Jonathan Stark,275.0,60.1%,75.5%,51.3%,83.1%,8.3,3.3,1994,serve,,,,,
11,Kenneth Carlsen,274.3,59.2%,74.9%,51.9%,83.4%,7.6,2.7,1994,serve,,,,,
12,Andre Agassi,274.1,65.2%,70.8%,54.0%,83.0%,3.1,2.0,1994,serve,,,,,
13,Greg Rusedski,273.7,56.4%,78.6%,50.6%,84.2%,9.2,5.3,1994,serve,,,,,
14,Jim Courier,273.6,61.9%,74.5%,52.5%,83.0%,4.1,2.4,1994,serve,,,,,
15,Patrick Rafter,272.8,59.3%,75.7%,50.1%,83.5%,8.2,4.0,1994,serve,,,,,
16,David Wheaton,272.1,59.9%,74.9%,49.1%,82.2%,10.0,4.0,1994,serve,,,,,
17,Chuck Adams,271.7,64.8%,72.3%,49.8%,81.3%,5.5,2.0,1994,serve,,,,,
18,Marc Rosset,271.5,57.3%,79.1%,47.3%,82.9%,10.0,5.1,1994,serve,,,,,
19,Daniel Vacek,270.2,60.6%,75.7%,50.0%,82.1%,7.2,5.4,1994,serve,,,,,
20,Marc-Kevin Goellner,270.0,50.1%,79.2%,50.8%,83.1%,11.5,4.7,1994,serve,,,,,
21,Ivan Lendl,269.8,54.4%,76.4%,52.1%,82.0%,7.2,2.3,1994,serve,,,,,
22,Jan Siemerink,268.9,59.7%,76.0%,49.3%,81.9%,6.1,4.1,1994,serve,,,,,
23,Wayne Ferreira,268.6,56.5%,74.4%,51.4%,81.3%,7.4,2.4,1994,serve,,,,,
24,Michael Chang,268.3,57.1%,72.3%,54.7%,81.6%,4.4,1.8,1994,serve,,,,,
25,Stefan Edberg,267.1,61.6%,71.9%,52.1%,82.4%,2.9,3.8,1994,serve,,,,,
26,Jim Grabb,266.8,68.2%,70.1%,47.1%,78.7%,5.4,2.7,1994,serve,,,,,
27,MaliVai Washington,266.5,60.8%,70.7%,52.8%,79.2%,5.9,2.9,1994,serve,,,,,
28,Karel Novacek,266.4,58.7%,75.0%,47.7%,79.4%,8.0,2.4,1994,serve,,,,,
29,Jared Palmer,266.1,61.6%,69.2%,53.7%,80.4%,4.0,2.8,1994,serve,,,,,
30,Jamie Morgan,265.0,57.3%,74.3%,49.1%,79.0%,9.5,4.2,1994,serve,,,,,
31,Sergi Bruguera,264.6,60.4%,71.1%,51.6%,79.2%,3.9,1.6,1994,serve,,,,,
32,Richard Fromberg,264.6,58.9%,74.3%,47.7%,79.6%,8.7,4.6,1994,serve,,,,,
33,Thomas Muster,264.0,58.8%,71.2%,53.3%,80.1%,4.0,3.4,1994,serve,,,,,
34,Joern Renzenbrink,263.1,61.3%,74.7%,44.7%,79.3%,9.2,6.1,1994,serve,,,,,
35,Martin Damm,262.5,55.0%,74.4%,49.8%,78.6%,8.7,4.0,1994,serve,,,,,
36,Jan Apell,262.4,59.9%,71.3%,49.8%,79.0%,5.3,2.9,1994,serve,,,,,
37,Luiz Mattar,261.9,59.5%,69.6%,52.3%,77.4%,4.8,1.7,1994,serve,,,,,
38,Andrei Olhovskiy,261.9,55.6%,75.7%,47.5%,78.9%,9.2,5.0,1994,serve,,,,,
39,Andrei Medvedev,261.8,65.1%,67.8%,51.1%,76.7%,2.9,1.8,1994,serve,,,,,
40,Bryan Shelton,261.8,56.9%,75.9%,47.3%,79.7%,8.7,6.7,1994,serve,,,,,
41,Jason Stoltenberg,261.2,58.8%,73.1%,48.4%,79.3%,4.7,3.1,1994,serve,,,,,
42,Alberto Berasategui,260.5,72.2%,63.8%,50.7%,74.4%,1.6,2.2,1994,serve,,,,,
43,Arnaud Boetsch,259.0,56.8%,71.9%,50.6%,78.3%,4.0,2.6,1994,serve,,,,,
44,Marcelo Filippini,258.8,66.5%,66.2%,51.0%,75.2%,1.8,1.9,1994,serve,,,,,
45,Yevgeny Kafelnikov,258.7,58.9%,69.9%,51.6%,77.5%,3.8,3.0,1994,serve,,,,,
46,Jakob Hlasek,258.6,58.6%,72.2%,49.2%,77.8%,5.0,4.2,1994,serve,,,,,
47,Paul Haarhuis,258.6,59.9%,70.1%,49.5%,76.7%,4.4,2.0,1994,serve,,,,,
48,Aaron Krickstein,258.6,59.1%,68.8%,51.5%,77.2%,4.3,2.3,1994,serve,,,,,
49,Alex O'Brien,258.0,60.8%,70.4%,48.7%,76.4%,4.2,2.5,1994,serve,,,,,
50,Jeff Tarango,257.5,62.6%,67.8%,50.9%,74.8%,3.7,2.3,1994,serve,,,,,
1,Alberto Berasategui,,,,,,,,1994,return,178.2,36.1%,57.8%,36.8%,47.5%
2,Slava Dosedel,,,,,,,,1994,return,175.8,38.0%,53.9%,36.7%,47.2%
3,Sergi Bruguera,,,,,,,,1994,return,174.9,33.9%,56.2%,36.1%,48.7%
4,Magnus Gustafsson,,,,,,,,1994,return,174.3,37.7%,55.8%,37.1%,43.7%
5,Andre Agassi,,,,,,,,1994,return,170.6,31.3%,58.2%,34.0%,47.1%
6,Jordi Arrese,,,,,,,,1994,return,166.5,35.0%,54.0%,33.0%,44.5%
7,Marcos Ondruska,,,,,,,,1994,return,166.4,32.8%,52.8%,30.0%,50.8%
8,Michael Chang,,,,,,,,1994,return,166.1,33.2%,56.9%,33.1%,42.9%
9,Stefan Edberg,,,,,,,,1994,return,165.9,33.8%,53.6%,31.4%,47.1%
10,Franco Davin,,,,,,,,1994,return,164.6,34.5%,53.7%,32.9%,43.5%
11,Andrei Chesnokov,,,,,,,,1994,return,163.9,31.7%,55.1%,31.9%,45.2%
12,Thomas Muster,,,,,,,,1994,return,163.6,31.9%,55.1%,31.9%,44.7%
13,Fabrice Santoro,,,,,,,,1994,return,162.6,33.9%,53.8%,31.4%,43.5%
14,Tomas Carbonell,,,,,,,,1994,return,162.3,34.5%,53.3%,32.2%,42.3%
15,Gilbert Schaller,,,,,,,,1994,return,161.3,34.1%,53.1%,30.7%,43.4%
16,Carlos Costa,,,,,,,,1994,return,161.1,31.0%,56.2%,29.9%,44.0%
17,Alex Corretja,,,,,,,,1994,return,161.1,33.8%,54.7%,31.3%,41.3%
18,Andrei Medvedev,,,,,,,,1994,return,160.8,33.7%,53.3%,30.2%,43.6%
19,Renzo Furlan,,,,,,,,1994,return,160.1,34.8%,50.8%,29.5%,45.0%
20,Jim Courier,,,,,,,,1994,return,159.7,31.9%,54.3%,29.2%,44.3%
21,Francisco Clavet,,,,,,,,1994,return,158.5,32.9%,55.3%,29.8%,40.5%
22,Marcelo Filippini,,,,,,,,1994,return,158.5,35.3%,52.6%,31.1%,39.5%
23,Yevgeny Kafelnikov,,,,,,,,1994,return,157.9,32.4%,53.0%,29.7%,42.8%
24,Richey Reneberg,,,,,,,,1994,return,157.3,28.6%,55.9%,29.2%,43.6%
25,Pete Sampras,,,,,,,,1994,return,156.9,31.6%,53.7%,29.3%,42.3%
26,Jonas Bjorkman,,,,,,,,1994,return,156.4,31.8%,56.1%,29.2%,39.3%
27,Wayne Ferreira,,,,,,,,1994,return,155.4,31.1%,53.2%,28.7%,42.4%
28,Jaime Yzaga,,,,,,,,1994,return,155.0,31.3%,52.2%,27.3%,44.2%
29,Jean-Philippe Fleurian,,,,,,,,1994,return,154.6,31.2%,51.7%,27.0%,44.7%
30,Lars Jonsson,,,,,,,,1994,return,154.2,30.5%,53.0%,27.8%,42.9%
31,Aaron Krickstein,,,,,,,,1994,return,154.2,29.6%,52.9%,27.6%,44.1%
32,Petr Korda,,,,,,,,1994,return,153.9,31.4%,50.9%,28.1%,43.5%
33,Brad Gilbert,,,,,,,,1994,return,153.6,32.2%,49.4%,27.1%,44.9%
34,Fernando Meligeni,,,,,,,,1994,return,153.6,29.4%,52.5%,26.6%,45.1%
35,Jason Stoltenberg,,,,,,,,1994,return,153.0,31.7%,52.5%,27.4%,41.4%
36,MaliVai Washington,,,,,,,,1994,return,152.5,30.0%,51.4%,26.8%,44.3%
37,Andrea Gaudenzi,,,,,,,,1994,return,151.9,30.8%,54.3%,27.6%,39.2%
38,Mats Wilander,,,,,,,,1994,return,151.4,30.3%,50.6%,25.8%,44.7%
39,Jordi Burillo,,,,,,,,1994,return,151.1,33.1%,48.8%,26.0%,43.2%
40,Andrei Cherkasov,,,,,,,,1994,return,151.0,27.4%,55.2%,26.0%,42.4%
41,Henri Leconte,,,,,,,,1994,return,150.7,31.6%,52.4%,26.9%,39.8%
42,Ivan Lendl,,,,,,,,1994,return,150.4,30.1%,53.2%,27.9%,39.2%
43,Jeff Tarango,,,,,,,,1994,return,148.6,29.0%,52.3%,25.3%,42.0%
44,Albert Costa,,,,,,,,1994,return,148.0,31.2%,52.6%,25.5%,38.7%
45,Thomas Enqvist,,,,,,,,1994,return,147.9,28.8%,52.0%,24.6%,42.5%
46,Bernd Karbacher,,,,,,,,1994,return,147.9,32.2%,49.2%,24.9%,41.6%
47,Hendrik Dreekmann,,,,,,,,1994,return,147.4,30.4%,52.4%,24.9%,39.7%
48,Richard Krajicek,,,,,,,,1994,return,147.3,29.0%,50.8%,23.3%,44.2%
49,Boris Becker,,,,,,,,1994,return,146.3,27.2%,53.0%,23.4%,42.7%
50,Patrick McEnroe,,,,,,,,1994,return,145.9,27.8%,53.9%,25.1%,39.1%
1,Pete Sampras,288.9,57.7%,82.2%,52.5%,89.6%,10.5,3.6,1993,serve,,,,,
2,Richard Krajicek,282.9,60.1%,80.5%,49.3%,87.0%,10.6,4.6,1993,serve,,,,,
3,Javier Frana,281.2,64.2%,72.8%,56.7%,83.7%,5.2,1.4,1993,serve,,,,,
4,Goran Ivanisevic,280.6,52.4%,82.1%,52.7%,86.4%,11.0,4.0,1993,serve,,,,,
5,Jim Courier,279.6,61.0%,75.2%,54.6%,86.7%,4.8,2.7,1993,serve,,,,,
6,Marc Rosset,279.3,58.7%,78.6%,49.6%,86.0%,9.9,3.5,1993,serve,,,,,
7,Michael Stich,275.8,54.4%,79.4%,51.9%,85.7%,9.4,5.0,1993,serve,,,,,
8,Todd Martin,275.3,62.9%,73.3%,50.6%,83.0%,7.7,2.2,1993,serve,,,,,
9,Boris Becker,274.8,55.9%,78.8%,50.1%,85.7%,9.4,5.1,1993,serve,,,,,
10,Jonathan Stark,273.6,59.8%,76.4%,50.4%,82.9%,8.1,4.0,1993,serve,,,,,
11,Thomas Muster,273.0,62.4%,70.2%,56.7%,83.5%,2.7,2.5,1993,serve,,,,,
12,Wally Masur,272.0,65.9%,70.5%,52.4%,80.7%,4.5,2.0,1993,serve,,,,,
13,Andre Agassi,271.3,62.2%,72.8%,51.5%,82.8%,4.1,2.1,1993,serve,,,,,
14,Jamie Morgan,271.1,56.8%,78.0%,49.1%,81.5%,10.1,4.4,1993,serve,,,,,
15,Cedric Pioline,269.6,59.9%,73.8%,50.9%,82.2%,5.9,3.1,1993,serve,,,,,
16,Magnus Larsson,269.2,63.8%,71.2%,50.0%,79.5%,7.0,2.3,1993,serve,,,,,
17,Richard Fromberg,268.7,58.5%,75.1%,49.2%,81.1%,8.7,3.9,1993,serve,,,,,
18,Daniel Vacek,268.6,60.5%,72.1%,53.5%,79.9%,6.9,4.3,1993,serve,,,,,
19,Marc-Kevin Goellner,268.0,54.1%,78.0%,48.6%,81.1%,11.0,4.8,1993,serve,,,,,
20,Stephane Simian,267.9,64.4%,71.9%,49.3%,79.8%,5.5,3.0,1993,serve,,,,,
21,Chuck Adams,267.5,65.7%,67.7%,53.7%,78.1%,4.1,1.8,1993,serve,,,,,
22,Jan Siemerink,267.3,56.9%,75.8%,50.7%,81.4%,6.5,4.0,1993,serve,,,,,
23,Kenneth Carlsen,266.7,55.4%,76.9%,49.8%,80.7%,6.9,3.0,1993,serve,,,,,
24,Karel Novacek,266.5,55.6%,75.1%,51.3%,80.3%,6.4,2.2,1993,serve,,,,,
25,Amos Mansdorf,266.0,55.5%,72.1%,54.8%,81.8%,4.1,2.3,1993,serve,,,,,
26,Jacco Eltingh,265.4,63.2%,72.7%,48.1%,78.8%,5.9,3.3,1993,serve,,,,,
27,Michael Chang,265.1,58.9%,69.0%,55.4%,80.7%,3.1,2.0,1993,serve,,,,,
28,MaliVai Washington,265.1,57.2%,73.4%,52.0%,80.8%,5.0,3.3,1993,serve,,,,,
29,Arnaud Boetsch,264.5,58.8%,72.9%,50.9%,80.6%,4.6,3.3,1993,serve,,,,,
30,Ivan Lendl,264.5,57.2%,75.0%,49.2%,79.2%,6.3,2.4,1993,serve,,,,,
31,Bryan Shelton,263.8,57.3%,73.5%,49.8%,79.2%,9.0,5.0,1993,serve,,,,,
32,Wayne Ferreira,263.4,57.3%,73.4%,50.3%,78.4%,6.8,2.8,1993,serve,,,,,
33,Alex Antonitsch,263.1,55.7%,73.5%,49.7%,81.3%,6.1,3.2,1993,serve,,,,,
34,Sergi Bruguera,262.4,57.2%,70.2%,54.0%,79.1%,3.4,1.5,1993,serve,,,,,
35,Carlos Costa,262.2,55.4%,72.8%,51.9%,79.4%,5.0,2.3,1993,serve,,,,,
36,Magnus Gustafsson,262.2,70.1%,66.3%,50.1%,76.3%,1.7,2.3,1993,serve,,,,,
37,Andrei Medvedev,262.1,55.5%,74.7%,49.6%,79.3%,6.6,3.6,1993,serve,,,,,
38,Stefan Edberg,261.9,60.5%,72.8%,49.5%,80.8%,2.8,4.5,1993,serve,,,,,
39,Paul Haarhuis,260.7,59.5%,69.3%,52.3%,77.8%,3.9,2.1,1993,serve,,,,,
40,Jonas Svensson,260.5,63.2%,69.5%,49.6%,77.6%,2.8,2.2,1993,serve,,,,,
41,Jakob Hlasek,260.4,58.6%,74.8%,47.2%,78.5%,5.3,4.0,1993,serve,,,,,
42,Alexander Volkov,260.1,52.9%,72.2%,52.7%,79.5%,5.6,2.8,1993,serve,,,,,
43,Alberto Berasategui,259.6,72.6%,63.7%,50.5%,73.7%,1.1,2.0,1993,serve,,,,,
44,Andrei Olhovskiy,259.3,58.0%,74.6%,47.1%,76.3%,6.6,3.3,1993,serve,,,,,
45,Younes El Aynaoui,258.6,55.2%,74.9%,47.1%,79.8%,6.0,4.4,1993,serve,,,,,
46,Emilio Sanchez,258.3,64.1%,66.8%,51.3%,75.0%,2.8,1.7,1993,serve,,,,,
47,Brett Steven,258.3,64.4%,69.1%,47.8%,76.6%,3.8,3.4,1993,serve,,,,,
48,Mark Woodforde,257.9,57.4%,71.4%,49.5%,78.3%,4.6,3.3,1993,serve,,,,,
49,Nicklas Kulti,257.6,55.8%,71.6%,50.6%,77.9%,4.8,3.1,1993,serve,,,,,
50,Horacio de la Pena,257.5,70.8%,62.6%,51.7%,72.1%,1.4,1.1,1993,serve,,,,,
1,Andre Agassi,,,,,,,,1993,return,175.7,32.2%,59.9%,38.3%,45.3%
2,Alberto Berasategui,,,,,,,,1993,return,174.3,36.2%,55.8%,35.0%,47.3%
3,Sergi Bruguera,,,,,,,,1993,return,172.9,34.2%,55.4%,35.9%,47.4%
4,Slava Dosedel,,,,,,,,1993,return,172.3,37.6%,54.7%,35.1%,44.9%
5,Franco Davin,,,,,,,,1993,return,166.3,34.5%,53.6%,32.3%,45.9%
6,Petr Korda,,,,,,,,1993,return,166.0,32.8%,55.9%,32.3%,45.0%
7,Thomas Muster,,,,,,,,1993,return,165.8,32.3%,56.4%,33.2%,43.9%
8,Michael Chang,,,,,,,,1993,return,165.7,33.3%,55.2%,32.5%,44.7%
9,Guillermo Perez-Roldan,,,,,,,,1993,return,164.7,34.9%,53.6%,30.2%,46.0%
10,Jordi Burillo,,,,,,,,1993,return,164.4,35.6%,49.2%,30.9%,48.7%
11,Horacio de la Pena,,,,,,,,1993,return,163.6,32.8%,53.5%,30.5%,46.8%
12,Carlos Costa,,,,,,,,1993,return,163.5,31.8%,55.6%,31.8%,44.3%
13,Andrei Chesnokov,,,,,,,,1993,return,163.2,33.8%,52.4%,31.9%,45.1%
14,Byron Black,,,,,,,,1993,return,161.9,29.9%,56.1%,29.5%,46.4%
15,Francisco Clavet,,,,,,,,1993,return,160.3,32.5%,52.9%,29.8%,45.1%
16,Fabrice Santoro,,,,,,,,1993,return,160.0,33.4%,51.9%,29.8%,44.9%
17,Marcos Ondruska,,,,,,,,1993,return,159.9,34.2%,51.8%,29.0%,44.9%
18,Stefan Edberg,,,,,,,,1993,return,159.8,33.4%,53.1%,30.7%,42.6%
19,Richey Reneberg,,,,,,,,1993,return,159.8,30.7%,55.3%,30.1%,43.7%
20,Jordi Arrese,,,,,,,,1993,return,159.7,33.5%,53.3%,29.2%,43.7%
21,Tomas Carbonell,,,,,,,,1993,return,159.7,34.7%,53.6%,30.2%,41.2%
22,Horst Skoff,,,,,,,,1993,return,159.1,32.5%,53.9%,28.8%,43.9%
23,Jonas Svensson,,,,,,,,1993,return,158.0,33.3%,52.2%,29.0%,43.5%
24,Mikael Pernfors,,,,,,,,1993,return,157.9,31.0%,52.1%,29.3%,45.5%
25,Magnus Gustafsson,,,,,,,,1993,return,157.4,35.0%,49.7%,30.0%,42.7%
26,Aaron Krickstein,,,,,,,,1993,return,157.1,31.1%,54.5%,30.6%,40.9%
27,Patrick McEnroe,,,,,,,,1993,return,157.0,30.7%,54.8%,28.1%,43.4%
